GS_ID,NAME,SOURCE,GS_SIZE,ORGANISM,DESCRIPTION,LINK,TYPE,MULTI_N,OLAP,COCO_V2,SIMILARITY_SCORE,pvalue,Rank,pFDR
WAG002284,Collagen biosynthesis and modifying enzymes,WikiPathway_2021,67,Homo sapiens,Collagen biosynthesis and modifying enzymes,https://www.wikipathways.org/index.php/Pathway:WP2725,P,1333,16,9486.083749,.0537508992240482193617779143589492872558,5.4587958015141e-08,40,8.6794853244074e-06
WAG003186,SARS-CoV-2 innate immunity evasion and cell-specific immune response,WikiPathway_2021,67,Homo sapiens,SARS-CoV-2 innate immunity evasion and cell-specific immune response,https://www.wikipathways.org/index.php/Pathway:WP5039,P,1333,16,1710.670831,.0537508992240482193617779143589492872558,5.4587958015141e-08,40,8.6248973663922e-06
WAG002729,Interleukin-10 signaling,WikiPathway_2021,46,Homo sapiens,Interleukin-10 signaling,https://www.wikipathways.org/index.php/Pathway:WP4063,P,1333,13,4309.698489,.0614297145905574819951987196585756201654,1.1390262918507e-07,42,1.7882712782057e-05
WAG002245,Potassium Channels,WikiPathway_2021,64,Homo sapiens,Potassium Channels,https://www.wikipathways.org/index.php/Pathway:WP2669,P,1333,15,841.9633297,.0524956088992974238875878220140515222482,1.820283432351e-07,43,2.8396421544675e-05
WAG002928,GABA receptor activation,WikiPathway_2021,60,Homo sapiens,GABA receptor activation,https://www.wikipathways.org/index.php/Pathway:WP4457,P,1333,14,4857.735422,.05191994996873045653533458411507191995,4.8766777238469e-07,44,7.5588504719627e-05
WAG003195,Development of ureteric collection system,WikiPathway_2021,60,Homo sapiens,Development of ureteric collection system,https://www.wikipathways.org/index.php/Pathway:WP5053,P,1333,14,384.6539423,.05191994996873045653533458411507191995,4.8766777238469e-07,44,7.5100836947242e-05
WAG002366,Apoptosis-related network due to altered Notch3 in ovarian cancer,WikiPathway_2021,53,Homo sapiens,Apoptosis-related network due to altered Notch3 in ovarian cancer,https://www.wikipathways.org/index.php/Pathway:WP2864,P,1333,13,570.799701,.0539484193897655265446671044924475052805,6.7290059513519e-07,46,0.00010295379105568
WAG002588,Smooth Muscle Contraction,WikiPathway_2021,38,Homo sapiens,Smooth Muscle Contraction,https://www.wikipathways.org/index.php/Pathway:WP3811,P,1333,11,2045.981858,.0620594315889107529827882531696017137022,8.1649868756606e-07,47,0.00012410780051004
WAG003134,NGF-stimulated transcription,WikiPathway_2021,39,Homo sapiens,NGF-stimulated transcription,https://www.wikipathways.org/index.php/Pathway:WP4982,P,1333,11,568.9335685,.0605729811027824272857385440166897120539,1.0839088714821e-06,48,0.0001636702395938
WAG002355,Hair follicle development: organogenesis - part 2 of 3,WikiPathway_2021,32,Homo sapiens,Hair follicle development: organogenesis - part 2 of 3,https://www.wikipathways.org/index.php/Pathway:WP2839,P,1333,10,668.6444665,.0662950664136622390891840607210626185958,1.1859706105262e-06,49,0.00017789559157894
WAG002548,Hepatitis C and hepatocellular carcinoma,WikiPathway_2021,56,Homo sapiens,Hepatitis C and hepatocellular carcinoma,https://www.wikipathways.org/index.php/Pathway:WP3646,P,1333,13,2478.594488,.0513134939273971683553646916728175535127,1.3086530680876e-06,50,0.00019498930714505
WAG002666,Oxidative damage response,WikiPathway_2021,40,Homo sapiens,Oxidative damage response,https://www.wikipathways.org/index.php/Pathway:WP3941,P,1333,11,791.6649142,.0591607565011820330969267139479905437352,1.4249019641072e-06,51,0.00021088549068787
WAG002358,Pluripotent stem cell differentiation pathway,WikiPathway_2021,48,Homo sapiens,Pluripotent stem cell differentiation pathway,https://www.wikipathways.org/index.php/Pathway:WP2848,P,1333,12,1191.829139,.0545240339302544769085768143261074458058,1.4394220271763e-06,52,0.00021159503799492
WAG003204,PPAR Beta/Delta pathway,WikiPathway_2021,26,Homo sapiens,PPAR Beta/Delta pathway,https://www.wikipathways.org/index.php/Pathway:WP5073,P,1333,9,1741.419898,.0726544496872599583013277735103698013826,1.5558378219103e-06,53,0.00022715232199891
WAG003213,Prostaglandin signaling,WikiPathway_2021,33,Homo sapiens,Prostaglandin signaling,https://www.wikipathways.org/index.php/Pathway:WP5088,P,1333,10,1716.990063,.0643993275572222940643993275572222940644,1.621747858841e-06,54,0.00023515343953194
WAG002753,Collagen chain trimerization,WikiPathway_2021,41,Homo sapiens,Collagen chain trimerization,https://www.wikipathways.org/index.php/Pathway:WP4094,P,1333,11,25072.11074,.0578173267554981788003135229840011065517,1.8559972332934e-06,55,0.00026726360159425
WAG002532,Photodynamic therapy-induced AP-1 survival signaling.,WikiPathway_2021,50,Homo sapiens,Photodynamic therapy-induced AP-1 survival signaling.,https://www.wikipathways.org/index.php/Pathway:WP3611,P,1333,12,3337.111242,.0525197740112994350282485875706214689266,2.2784566692602e-06,56,0.00032581930370422
WAG002343,Hair follicle development: induction - Part 1 of 3,WikiPathway_2021,42,Homo sapiens,Hair follicle development: induction - Part 1 of 3,https://www.wikipathways.org/index.php/Pathway:WP2804,P,1333,11,484.0496652,.0565377780776930517128911082619160087276,2.3965923846748e-06,57,0.00034031611862383
WAG002797,Splicing factor NOVA regulated synaptic proteins,WikiPathway_2021,42,Homo sapiens,Splicing factor NOVA regulated synaptic proteins,https://www.wikipathways.org/index.php/Pathway:WP4148,P,1333,11,106.2478744,.0565377780776930517128911082619160087276,2.3965923846748e-06,57,0.00033791952623915
WAG003122,Galanin receptor pathway,WikiPathway_2021,21,Homo sapiens,Galanin receptor pathway,https://www.wikipathways.org/index.php/Pathway:WP4970,P,1333,8,502.4071979,.0792395471766600875700446924839492728964,2.6149314744732e-06,59,0.00036609040642624
WAG002536,Photodynamic therapy-induced NF-kB survival signaling,WikiPathway_2021,35,Homo sapiens,Photodynamic therapy-induced NF-kB survival signaling,https://www.wikipathways.org/index.php/Pathway:WP3617,P,1333,10,4050.816759,.0609325302835487582053190769438993029708,2.9216231596191e-06,60,0.00040610561918705
WAG003096,Mitochondrial complex IV assembly,WikiPathway_2021,35,Homo sapiens,Mitochondrial complex IV assembly,https://www.wikipathways.org/index.php/Pathway:WP4922,P,1333,10,748.6075596,.0609325302835487582053190769438993029708,2.9216231596191e-06,60,0.00040318399602743
WAG002241,Vasopressin regulates renal water homeostasis via aquaporins,WikiPathway_2021,43,Homo sapiens,Vasopressin regulates renal water homeostasis via aquaporins,https://www.wikipathways.org/index.php/Pathway:WP2662,P,1333,11,8306.114194,.0553176537760502448558315216197817159672,3.0693147235731e-06,62,0.00042049611712951
WAG003056,Genes controlling nephrogenesis,WikiPathway_2021,44,Homo sapiens,Genes controlling nephrogenesis,https://www.wikipathways.org/index.php/Pathway:WP4823,P,1333,11,404.5612117,.0541529023124115148655025955639452571968,3.9003937001022e-06,63,0.0005304535432139
WAG002858,Extracellular vesicles in the crosstalk of cardiac cells,WikiPathway_2021,22,Homo sapiens,Extracellular vesicles in the crosstalk of cardiac cells,https://www.wikipathways.org/index.php/Pathway:WP4300,P,1333,8,609.697881,.0757748917748917748917748917748917748917,3.9161830048918e-06,64,0.00052868470566039
WAG002452,"TET1,2,3 and TDG demethylate DNA",WikiPathway_2021,4,Homo sapiens,"TET1,2,3 and TDG demethylate DNA",https://www.wikipathways.org/index.php/Pathway:WP3372,P,1333,4,0,.2015340364333652924256951102588686481304,4.9184056276079e-06,65,0.00065906635409946
WAG003308,Prostaglandin synthesis and regulation,WikiPathway_2021,45,Homo sapiens,Prostaglandin synthesis and regulation,https://www.wikipathways.org/index.php/Pathway:WP98,P,1333,11,599.7199962,.0530398322851153039832285115303983228512,4.920053740639e-06,66,0.00065436714750499
WAG003150,Cell recruitment (pro-inflammatory response),WikiPathway_2021,23,Homo sapiens,Cell recruitment (pro-inflammatory response),https://www.wikipathways.org/index.php/Pathway:WP4998,P,1333,8,514.8554052,.0726113858824990170312273658506301347185,5.7227805486804e-06,67,0.00075540703242581
WAG003266,Complement activation,WikiPathway_2021,23,Homo sapiens,Complement activation,https://www.wikipathways.org/index.php/Pathway:WP545,P,1333,8,2891.649795,.0726113858824990170312273658506301347185,5.7227805486804e-06,67,0.00074968425187713
WAG003106,GPR143 in melanocytes and retinal pigment epithelium cells,WikiPathway_2021,30,Homo sapiens,GPR143 in melanocytes and retinal pigment epithelium cells,https://www.wikipathways.org/index.php/Pathway:WP4941,P,1333,9,939.9495519,.0634171808258186995728523967726625533935,5.8774735688372e-06,69,0.00076407156394884
WAG002562,Amplification and expansion of oncogenic pathways as metastatic traits,WikiPathway_2021,17,Homo sapiens,Amplification and expansion of oncogenic pathways as metastatic traits,https://www.wikipathways.org/index.php/Pathway:WP3678,P,1333,7,348.7495973,.0850246969016614279299506061966771441401,6.1447522608737e-06,70,0.00079267304165271
WAG002254,Notch signaling,WikiPathway_2021,46,Homo sapiens,Notch signaling,https://www.wikipathways.org/index.php/Pathway:WP268,P,1333,11,1846.930142,.051975073283725888116761986757681979378,6.1629260097981e-06,71,0.00078885452925416
WAG002386,miRNA targets in ECM and membrane receptors,WikiPathway_2021,46,Homo sapiens,miRNA targets in ECM and membrane receptors,https://www.wikipathways.org/index.php/Pathway:WP2911,P,1333,11,1098.26871,.051975073283725888116761986757681979378,6.1629260097981e-06,71,0.00078269160324436
WAG002960,Inflammatory response pathway,WikiPathway_2021,31,Homo sapiens,Inflammatory response pathway,https://www.wikipathways.org/index.php/Pathway:WP453,P,1333,9,1121.798483,.0614800759013282732447817836812144212523,7.893028404252e-06,73,0.00099452157893576
WAG002798,White fat cell differentiation,WikiPathway_2021,32,Homo sapiens,White fat cell differentiation,https://www.wikipathways.org/index.php/Pathway:WP4149,P,1333,9,530.8506693,.0596639402560455192034139402560455192034,1.0465965340469e-05,74,0.0013082456675587
WAG003236,Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway,WikiPathway_2021,32,Homo sapiens,Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway,https://www.wikipathways.org/index.php/Pathway:WP5113,P,1333,9,726.3245447,.0596639402560455192034139402560455192034,1.0465965340469e-05,74,0.0012977797022182
WAG003160,Assembly and cell surface presentation of NMDA receptors,WikiPathway_2021,25,Homo sapiens,Assembly and cell surface presentation of NMDA receptors,https://www.wikipathways.org/index.php/Pathway:WP5007,P,1333,8,2091.235419,.0670432715168806466951973371374227294341,1.1465765661728e-05,76,0.0014102891763925
WAG003218,Opioid receptor pathway annotation,WikiPathway_2021,41,Homo sapiens,Opioid receptor pathway annotation,https://www.wikipathways.org/index.php/Pathway:WP5093,P,1333,10,182.6834869,.0525594202564604767445879465880157148288,1.3371134023975e-05,77,0.0016312783509249
WAG003076,Disruption of postsynaptic signaling by CNV,WikiPathway_2021,33,Homo sapiens,Disruption of postsynaptic signaling by CNV,https://www.wikipathways.org/index.php/Pathway:WP4875,P,1333,9,1027.960695,.0579577768203360620422231796639379577768,1.3714974068629e-05,78,0.0016595118623041
WAG002742,Oxidative stress response,WikiPathway_2021,34,Homo sapiens,Oxidative stress response,https://www.wikipathways.org/index.php/Pathway:WP408,P,1333,9,608.7127816,.0563518822972106891074762448797614735141,1.7776506496061e-05,79,0.0021331807795274
WAG002610,Canonical and non-canonical Notch signaling,WikiPathway_2021,27,Homo sapiens,Canonical and non-canonical Notch signaling,https://www.wikipathways.org/index.php/Pathway:WP3845,P,1333,8,1923.310303,.062299639306765197501539544294888712941,2.1375966238376e-05,80,0.0025437399823668
WAG002931,OAS antiviral response,WikiPathway_2021,9,Homo sapiens,OAS antiviral response,https://www.wikipathways.org/index.php/Pathway:WP4460,P,1333,5,874.0637183,.113024986709197235513024986709197235513,2.40431277631e-05,81,0.0028370890760458
WAG003039,Somitogenesis in the context of spondylocostal dysostosis,WikiPathway_2021,9,Homo sapiens,Somitogenesis in the context of spondylocostal dysostosis,https://www.wikipathways.org/index.php/Pathway:WP4785,P,1333,5,1033.005531,.113024986709197235513024986709197235513,2.40431277631e-05,81,0.0028130459482827
WAG003277,Type II interferon signaling (IFNG),WikiPathway_2021,37,Homo sapiens,Type II interferon signaling (IFNG),https://www.wikipathways.org/index.php/Pathway:WP619,P,1333,9,3084.210224,.0520545143061699353090081566902758955739,3.6497085836948e-05,83,0.004233661957086
WAG003035,PKC-gamma calcium signaling pathway in ataxia,WikiPathway_2021,22,Homo sapiens,PKC-gamma calcium signaling pathway in ataxia,https://www.wikipathways.org/index.php/Pathway:WP4760,P,1333,7,905.1131886,.0663017610661589719181342217991432651118,4.2360328722466e-05,84,0.0048714378030836
WAG003057,mBDNF and proBDNF regulation of GABA neurotransmission,WikiPathway_2021,38,Homo sapiens,mBDNF and proBDNF regulation of GABA neurotransmission,https://www.wikipathways.org/index.php/Pathway:WP4829,P,1333,9,1271.723389,.050772676371780515117581187010078387458,4.557790608095e-05,85,0.0051958812932283
WAG002813,Immune response to tuberculosis,WikiPathway_2021,23,Homo sapiens,Immune response to tuberculosis,https://www.wikipathways.org/index.php/Pathway:WP4197,P,1333,7,2850.314258,.0635336946179621892193769908575683613949,5.8031582264204e-05,86,0.0065575687958551
WAG002671,Serotonin and anxiety,WikiPathway_2021,17,Homo sapiens,Serotonin and anxiety,https://www.wikipathways.org/index.php/Pathway:WP3947,P,1333,6,164.892217,.0728772195573508373306404106707060506607,7.9275629660031e-05,87,0.0088788705219234
WAG002933,Platelet-mediated interactions with vascular and circulating cells,WikiPathway_2021,17,Homo sapiens,Platelet-mediated interactions with vascular and circulating cells,https://www.wikipathways.org/index.php/Pathway:WP4462,P,1333,6,2007.802305,.0728772195573508373306404106707060506607,7.9275629660031e-05,87,0.0087995948922634
WAG002946,Cells and molecules involved in local acute inflammatory response,WikiPathway_2021,17,Homo sapiens,Cells and molecules involved in local acute inflammatory response,https://www.wikipathways.org/index.php/Pathway:WP4493,P,1333,6,1656.327624,.0728772195573508373306404106707060506607,7.9275629660031e-05,87,0.0087203192626034
WAG003141,FOXO-mediated transcription of cell cycle genes,WikiPathway_2021,17,Homo sapiens,FOXO-mediated transcription of cell cycle genes,https://www.wikipathways.org/index.php/Pathway:WP4989,P,1333,6,1194.716766,.0728772195573508373306404106707060506607,7.9275629660031e-05,87,0.0086410436329434
WAG002361,Gene regulatory network modelling somitogenesis,WikiPathway_2021,11,Homo sapiens,Gene regulatory network modelling somitogenesis,https://www.wikipathways.org/index.php/Pathway:WP2854,P,1333,5,671.3684429,.0928211367981922475230314618459933947506,8.0062247262781e-05,91,0.0086467227043803
WAG003155,Creatine metabolism,WikiPathway_2021,11,Homo sapiens,Creatine metabolism,https://www.wikipathways.org/index.php/Pathway:WP5002,P,1333,5,471.5533523,.0928211367981922475230314618459933947506,8.0062247262781e-05,91,0.0085666604571175
WAG002939,Resistin as a regulator of inflammation,WikiPathway_2021,33,Homo sapiens,Resistin as a regulator of inflammation,https://www.wikipathways.org/index.php/Pathway:WP4481,P,1333,8,3313.54452,.0515165869974017771270258243256822129395,0.0001001615512371,93,0.010617124431133
WAG003080,Host-pathogen interaction of human coronaviruses - interferon induction,WikiPathway_2021,33,Homo sapiens,Host-pathogen interaction of human coronaviruses - interferon induction,https://www.wikipathways.org/index.php/Pathway:WP4880,P,1333,8,3415.803765,.0515165869974017771270258243256822129395,0.0001001615512371,93,0.010516962879896
WAG003202,PPAR-gamma pathway,WikiPathway_2021,25,Homo sapiens,PPAR-gamma pathway,https://www.wikipathways.org/index.php/Pathway:WP5071,P,1333,7,2517.7586,.058661596958174904942965779467680608365,0.00010334447369563,95,0.010747825264346
WAG001977,Alanine and aspartate metabolism,WikiPathway_2021,12,Homo sapiens,Alanine and aspartate metabolism,https://www.wikipathways.org/index.php/Pathway:WP106,P,1333,5,1470.608737,.0852444656792482879439401178531613314222,0.00013079554340773,96,0.013471940970996
WAG002553,Wnt/beta-catenin signaling pathway in leukemia,WikiPathway_2021,26,Homo sapiens,Wnt/beta-catenin signaling pathway in leukemia,https://www.wikipathways.org/index.php/Pathway:WP3658,P,1333,7,1373.495975,.0565064863877215421158414032523296181253,0.00013477296712017,97,0.013746842646257
WAG002400,Overview of nanoparticle effects,WikiPathway_2021,19,Homo sapiens,Overview of nanoparticle effects,https://www.wikipathways.org/index.php/Pathway:WP3287,P,1333,6,559.6678004,.0654446979764800280835485569569469170784,0.00015784086025316,98,0.015941926885569
WAG003014,Aspirin and miRNAs,WikiPathway_2021,19,Homo sapiens,Aspirin and miRNAs,https://www.wikipathways.org/index.php/Pathway:WP4707,P,1333,6,69.46268594,.0654446979764800280835485569569469170784,0.00015784086025316,98,0.015784086025316
WAG003036,FGFR3 signaling in chondrocyte proliferation and terminal differentiation,WikiPathway_2021,27,Homo sapiens,FGFR3 signaling in chondrocyte proliferation and terminal differentiation,https://www.wikipathways.org/index.php/Pathway:WP4767,P,1333,7,950.2639293,.0545109211775878442545109211775878442546,0.00017339311911687,100,0.01716591879257
WAG002818,Transcriptional cascade regulating adipogenesis,WikiPathway_2021,13,Homo sapiens,Transcriptional cascade regulating adipogenesis,https://www.wikipathways.org/index.php/Pathway:WP4211,P,1333,5,598.9972476,.0788332965983395782822716920138123576519,0.00020254792199309,101,0.019849696355323
