GS_ID,NAME,SOURCE,GS_SIZE,ORGANISM,DESCRIPTION,LINK,TYPE,MULTI_N,OLAP,COCO_V2,SIMILARITY_SCORE,pvalue,Rank,pFDR
WAG002824,Ras signaling,WikiPathway_2021,184,Homo sapiens,Ras signaling,https://www.wikipathways.org/index.php/Pathway:WP4223,P,1333,54,2412.808801,.068853188030955131416187039327737965017,8.1554873714394e-15,37,5.6762192105218e-12
WAG002483,Assembly of the primary cilium,WikiPathway_2021,185,Homo sapiens,Assembly of the primary cilium,https://www.wikipathways.org/index.php/Pathway:WP3498,P,1333,54,3717.222915,.0685335264742881103953036252048945984066,1.0454160761762e-14,38,7.2656417294249e-12
WAG002783,Cilium Assembly,WikiPathway_2021,185,Homo sapiens,Cilium Assembly,https://www.wikipathways.org/index.php/Pathway:WP4124,P,1333,54,3717.222915,.0685335264742881103953036252048945984066,1.0454160761762e-14,38,7.2551875686631e-12
WAG003001,Small cell lung cancer,WikiPathway_2021,96,Homo sapiens,Small cell lung cancer,https://www.wikipathways.org/index.php/Pathway:WP4658,P,1333,37,2330.055573,.0841612864658058345289335246293639406982,1.0590840619136e-14,40,7.3394525490614e-12
WAG002179,Adipogenesis,WikiPathway_2021,131,Homo sapiens,Adipogenesis,https://www.wikipathways.org/index.php/Pathway:WP236,P,1333,44,1013.267543,.0755366176497252996319196388098130586934,1.1782751409202e-14,41,8.1536639751676e-12
WAG002149,Alzheimer's disease and miRNA effects,WikiPathway_2021,328,Homo sapiens,Alzheimer's disease and miRNA effects,https://www.wikipathways.org/index.php/Pathway:WP2059,P,1333,77,947.873087,.0610344385336857483801175460314273924632,1.5420871441351e-14,42,1.0655822165974e-11
WAG002364,Ectoderm differentiation,WikiPathway_2021,143,Homo sapiens,Ectoderm differentiation,https://www.wikipathways.org/index.php/Pathway:WP2858,P,1333,46,78.19327142,.0730560434825837669439565174162330560434,1.8382051944726e-14,43,1.2683615841861e-11
WAG003219,Orexin receptor pathway,WikiPathway_2021,156,Homo sapiens,Orexin receptor pathway,https://www.wikipathways.org/index.php/Pathway:WP5094,P,1333,48,370.2991071,.0706143301274475937676126756722360598512,3.3712247907962e-14,44,2.3227738808585e-11
WAG002702,Clear cell renal cell carcinoma pathways,WikiPathway_2021,86,Homo sapiens,Clear cell renal cell carcinoma pathways,https://www.wikipathways.org/index.php/Pathway:WP4018,P,1333,34,986.5215197,.0855847375017407046372371535997771898064,5.1637772459776e-14,45,3.5526787452326e-11
WAG002970,Hippo-Merlin signaling dysregulation,WikiPathway_2021,122,Homo sapiens,Hippo-Merlin signaling dysregulation,https://www.wikipathways.org/index.php/Pathway:WP4541,P,1333,41,1230.322057,.075015207998627380636708209199669323517,8.9853322580176e-14,46,6.1729232612581e-11
WAG002757,Ion channel transport,WikiPathway_2021,177,Homo sapiens,Ion channel transport,https://www.wikipathways.org/index.php/Pathway:WP4098,P,1333,51,404.2516329,.0672293779992101830540386372067605139395,9.7312422975529e-14,47,6.6756322161213e-11
WAG002132,miR-targeted genes in leukocytes,WikiPathway_2021,155,Homo sapiens,miR-targeted genes in leukocytes,https://www.wikipathways.org/index.php/Pathway:WP2003,P,1333,47,11.52701459,.0695319492837047597990256249952348640221,1.1225539784254e-13,48,7.6894947522137e-11
WAG002797,Splicing factor NOVA regulated synaptic proteins,WikiPathway_2021,42,Homo sapiens,Splicing factor NOVA regulated synaptic proteins,https://www.wikipathways.org/index.php/Pathway:WP4148,P,1333,23,106.2478744,.1139661079303763997148835391230369501736,1.2993879798652e-13,49,8.8878137822781e-11
WAG003002,Gastrin signaling pathway,WikiPathway_2021,114,Homo sapiens,Gastrin signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP4659,P,1333,39,4922.869307,.0758531631604021965346907048469195857676,1.8556981828461e-13,50,1.2674418588839e-10
WAG002384,Myometrial relaxation and contraction pathways,WikiPathway_2021,157,Homo sapiens,Myometrial relaxation and contraction pathways,https://www.wikipathways.org/index.php/Pathway:WP289,P,1333,47,1407.205219,.0687552006452185662846214381693126947655,1.8888399195041e-13,51,1.2881888251018e-10
WAG002587,Cardiac conduction,WikiPathway_2021,125,Homo sapiens,Cardiac conduction,https://www.wikipathways.org/index.php/Pathway:WP3810,P,1333,41,382.9056777,.0733965295935345852151176610411219396244,2.2396313360268e-13,52,1.5251889398343e-10
WAG002146,Prolactin signaling pathway,WikiPathway_2021,76,Homo sapiens,Prolactin signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2037,P,1333,31,6906.320771,.0875290433377108798868572583089200929387,2.4195029769297e-13,53,1.6452620243122e-10
WAG002414,EPH-Ephrin signaling,WikiPathway_2021,90,Homo sapiens,EPH-Ephrin signaling,https://www.wikipathways.org/index.php/Pathway:WP3309,P,1333,34,1732.79978,.0820642897024806572545266012602696019782,2.4358821780685e-13,54,1.6539639989085e-10
WAG002514,trans-Golgi Network Vesicle Budding,WikiPathway_2021,72,Homo sapiens,trans-Golgi Network Vesicle Budding,https://www.wikipathways.org/index.php/Pathway:WP3578,P,1333,30,1136.405547,.089095638255302120848339335734293717487,2.997123686897e-13,55,2.0320498597162e-10
WAG002221,JAK/STAT pathway,WikiPathway_2021,106,Homo sapiens,JAK/STAT pathway,https://www.wikipathways.org/index.php/Pathway:WP2593,P,1333,37,5154.607976,.0768723894570070574679533342935330548754,3.7579303125534e-13,56,2.5441188215986e-10
WAG002185,Oncostatin M signaling pathway,WikiPathway_2021,65,Homo sapiens,Oncostatin M signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2374,P,1333,28,5353.423207,.0915384615384615384615384615384615384616,6.7914595097074e-13,57,4.5910266285622e-10
WAG002171,TNF-alpha signaling pathway,WikiPathway_2021,93,Homo sapiens,TNF-alpha signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP231,P,1333,34,3777.956884,.0796223446105428796223446105428796223446,7.2653922868956e-13,58,4.9041397936546e-10
WAG002125,Integrated breast cancer pathway,WikiPathway_2021,157,Homo sapiens,Integrated breast cancer pathway,https://www.wikipathways.org/index.php/Pathway:WP1984,P,1333,46,1553.397473,.0672902707532892658460927463150895540799,7.8530182807671e-13,59,5.292934321237e-10
WAG002155,Arrhythmogenic right ventricular cardiomyopathy,WikiPathway_2021,75,Homo sapiens,Arrhythmogenic right ventricular cardiomyopathy,https://www.wikipathways.org/index.php/Pathway:WP2118,P,1333,30,2377.465957,.0857581573896353166986564299424184261036,1.0655075202421e-12,60,7.1708656112291e-10
WAG002172,AGE/RAGE pathway,WikiPathway_2021,66,Homo sapiens,AGE/RAGE pathway,https://www.wikipathways.org/index.php/Pathway:WP2324,P,1333,28,3857.515617,.0902318061654759563916016691791745865285,1.0702856584919e-12,61,7.1923196250657e-10
WAG002820,Ebola virus pathway in host,WikiPathway_2021,131,Homo sapiens,Ebola virus pathway in host,https://www.wikipathways.org/index.php/Pathway:WP4217,P,1333,41,650.3115529,.0703808459095167085520462834954693125423,1.2558560764528e-12,62,8.426794272998e-10
WAG002925,Transcriptional regulation by MECP2,WikiPathway_2021,62,Homo sapiens,Transcriptional regulation by MECP2,https://www.wikipathways.org/index.php/Pathway:WP4453,P,1333,27,259.7884932,.0922915793883535819019689987431922915794,1.2668575293813e-12,63,8.4879454468544e-10
WAG002079,Signaling by NTRK1 (TRKA),WikiPathway_2021,77,Homo sapiens,Signaling by NTRK1 (TRKA),https://www.wikipathways.org/index.php/Pathway:WP1873,P,1333,30,2260.507193,.0836774736055311594879940203681210875455,2.3745422526966e-12,64,1.588568767054e-09
WAG002118,IL-1 signaling pathway,WikiPathway_2021,55,Homo sapiens,IL-1 signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP195,P,1333,25,4609.341146,.0957248867193485541667578749206488190355,2.6458052570126e-12,65,1.7673979116844e-09
WAG002227,Interleukin-1 (IL-1) structural pathway,WikiPathway_2021,47,Homo sapiens,Interleukin-1 (IL-1) structural pathway,https://www.wikipathways.org/index.php/Pathway:WP2637,P,1333,23,4080.622069,.1023092827935087656290884464031932850715,2.8829232455404e-12,66,1.9229098047754e-09
WAG003224,Regulation of actin cytoskeleton,WikiPathway_2021,153,Homo sapiens,Regulation of actin cytoskeleton,https://www.wikipathways.org/index.php/Pathway:WP51,P,1333,44,2049.987578,.0658339202095456960351878621643994711936,4.8215593679231e-12,67,3.2111585390368e-09
WAG003218,Opioid receptor pathway annotation,WikiPathway_2021,41,Homo sapiens,Opioid receptor pathway annotation,https://www.wikipathways.org/index.php/Pathway:WP5093,P,1333,21,182.6834869,.106494056975327175429610921742816269582,8.2561213861155e-12,68,5.4903207217668e-09
WAG002874,"Non-genomic actions of 1,25 dihydroxyvitamin D3",WikiPathway_2021,71,Homo sapiens,"Non-genomic actions of 1,25 dihydroxyvitamin D3",https://www.wikipathways.org/index.php/Pathway:WP4341,P,1333,28,2106.153164,.0842500997342673419296383195959240802472,8.9028469240564e-12,69,5.9114903575735e-09
WAG003265,Calcium regulation in cardiac cells,WikiPathway_2021,150,Homo sapiens,Calcium regulation in cardiac cells,https://www.wikipathways.org/index.php/Pathway:WP536,P,1333,43,2275.183822,.0654657210401891252955082742316784869976,9.3363864151302e-12,70,6.1900241932313e-09
WAG002104,Signaling by VEGF,WikiPathway_2021,101,Homo sapiens,Signaling by VEGF,https://www.wikipathways.org/index.php/Pathway:WP1919,P,1333,34,2219.965617,.0738183794513102861598809045582362532196,1.0348750115165e-11,71,6.8508725762392e-09
WAG002233,Mitotic Prometaphase,WikiPathway_2021,182,Homo sapiens,Mitotic Prometaphase,https://www.wikipathways.org/index.php/Pathway:WP2652,P,1333,48,11942.83447,.0617676896746664188524653640932710700152,1.5953302188389e-11,72,1.0545132746525e-08
WAG002771,Post-translational protein phosphorylation,WikiPathway_2021,109,Homo sapiens,Post-translational protein phosphorylation,https://www.wikipathways.org/index.php/Pathway:WP4110,P,1333,35,393.5992182,.0708916154614589276307017026141433483506,2.3423441548275e-11,73,1.5459471421862e-08
WAG002298,Glycosaminoglycan metabolism,WikiPathway_2021,120,Homo sapiens,Glycosaminoglycan metabolism,https://www.wikipathways.org/index.php/Pathway:WP2743,P,1333,37,1407.620999,.0687042320494531621493105087969567284832,2.4424149275194e-11,74,1.6095514372353e-08
WAG003054,TGF-beta receptor signaling in skeletal dysplasias,WikiPathway_2021,60,Homo sapiens,TGF-beta receptor signaling in skeletal dysplasias,https://www.wikipathways.org/index.php/Pathway:WP4816,P,1333,25,1942.179972,.0881433381433381433381433381433381433381,2.7367707003547e-11,75,1.8007951208334e-08
WAG002340,Regulation of IGF transport and uptake by IGF binding proteins,WikiPathway_2021,126,Homo sapiens,Regulation of IGF transport and uptake by IGF binding proteins,https://www.wikipathways.org/index.php/Pathway:WP2799,P,1333,38,563.9224936,.0675366481588281635776292627396878168666,2.761459816118e-11,76,1.8142790991895e-08
WAG002322,Degradation of the extracellular matrix,WikiPathway_2021,74,Homo sapiens,Degradation of the extracellular matrix,https://www.wikipathways.org/index.php/Pathway:WP2774,P,1333,28,647.4672109,.0810486668006456924662729412069781462922,2.8398842705894e-11,77,1.8629640815067e-08
WAG002645,Angiopoietin-like protein 8 regulatory pathway,WikiPathway_2021,132,Homo sapiens,Angiopoietin-like protein 8 regulatory pathway,https://www.wikipathways.org/index.php/Pathway:WP3915,P,1333,39,1940.986604,.066491288597550457132999827496981197171,3.0482260504592e-11,78,1.9965880630507e-08
WAG003063,AXL signaling pathway,WikiPathway_2021,95,Homo sapiens,AXL signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP4847,P,1333,32,919.372195,.0734840445595594337013101315160811728318,4.025583516978e-11,79,2.6327316201036e-08
WAG002068,Mitotic G2-G2/M phases,WikiPathway_2021,181,Homo sapiens,Mitotic G2-G2/M phases,https://www.wikipathways.org/index.php/Pathway:WP1859,P,1333,47,9396.23383,.0607662128155511169773022529029210257528,4.5505852991377e-11,80,2.9715322003369e-08
WAG002143,Leptin signaling pathway,WikiPathway_2021,76,Homo sapiens,Leptin signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2034,P,1333,28,4164.244315,.0790546252949564032353720551678885537988,5.9070390088883e-11,81,3.8513894337952e-08
WAG002762,Deubiquitination,WikiPathway_2021,267,Homo sapiens,Deubiquitination,https://www.wikipathways.org/index.php/Pathway:WP4102,P,1333,60,2389.415015,.0560292705711394244492306095440745257804,6.9243202054049e-11,82,4.5077324537186e-08
WAG002291,RAF/MAP kinase cascade,WikiPathway_2021,234,Homo sapiens,RAF/MAP kinase cascade,https://www.wikipathways.org/index.php/Pathway:WP2735,P,1333,55,2622.891909,.0572363480313271108250187748095697886493,6.9998374714539e-11,83,4.549894356445e-08
WAG002027,Asparagine N-linked glycosylation,WikiPathway_2021,125,Homo sapiens,Asparagine N-linked glycosylation,https://www.wikipathways.org/index.php/Pathway:WP1785,P,1333,37,504.6386845,.0662292092139634291142246497269057231062,8.996751934152e-11,84,5.8388920052647e-08
WAG002102,Signaling by Rho GTPases,WikiPathway_2021,137,Homo sapiens,Signaling by Rho GTPases,https://www.wikipathways.org/index.php/Pathway:WP1917,P,1333,39,2907.395477,.064325919931105681187389434475173662449,1.031828329363e-10,85,6.6862475742721e-08
WAG002030,Cell cycle,WikiPathway_2021,120,Homo sapiens,Cell cycle,https://www.wikipathways.org/index.php/Pathway:WP179,P,1333,36,8373.867071,.0668457333016401236035179462800095079629,1.0544775783014e-10,86,6.8224699316098e-08
WAG002301,PI Metabolism,WikiPathway_2021,83,Homo sapiens,PI Metabolism,https://www.wikipathways.org/index.php/Pathway:WP2747,P,1333,29,1450.283613,.0754337435929977991929412646996893487284,1.1852689270094e-10,87,7.656837268481e-08
WAG002846,Wnt signaling,WikiPathway_2021,115,Homo sapiens,Wnt signaling,https://www.wikipathways.org/index.php/Pathway:WP428,P,1333,35,2855.389741,.0675314733782288013737599437254962811242,1.2243930459317e-10,88,7.8973351462595e-08
WAG002588,Smooth Muscle Contraction,WikiPathway_2021,38,Homo sapiens,Smooth Muscle Contraction,https://www.wikipathways.org/index.php/Pathway:WP3811,P,1333,19,2045.981858,.1036697247706422018348623853211009174312,1.3882817616594e-10,89,8.9405345450868e-08
WAG003248,Th17 cell differentiation pathway,WikiPathway_2021,69,Homo sapiens,Th17 cell differentiation pathway,https://www.wikipathways.org/index.php/Pathway:WP5130,P,1333,26,3009.808139,.0803551176883953606490081891363487723253,1.5762478389008e-10,90,1.0135273604132e-07
WAG002781,Neddylation,WikiPathway_2021,233,Homo sapiens,Neddylation,https://www.wikipathways.org/index.php/Pathway:WP4121,P,1333,54,2745.837068,.0563937723346562034227018873345664158601,1.780391494043e-10,91,1.1430113391756e-07
WAG002062,MAPK targets/ Nuclear events mediated by MAP kinases,WikiPathway_2021,31,Homo sapiens,MAPK targets/ Nuclear events mediated by MAP kinases,https://www.wikipathways.org/index.php/Pathway:WP1845,P,1333,17,3022.983302,.1129648256879303219568488931514967211709,1.9675109038467e-10,92,1.2611744893657e-07
WAG002121,Opioid signaling,WikiPathway_2021,90,Homo sapiens,Opioid signaling,https://www.wikipathways.org/index.php/Pathway:WP1978,P,1333,30,4457.053956,.0724041756315244242569129014264084787633,2.1341769292577e-10,93,1.365873234725e-07
WAG002536,Photodynamic therapy-induced NF-kB survival signaling,WikiPathway_2021,35,Homo sapiens,Photodynamic therapy-induced NF-kB survival signaling,https://www.wikipathways.org/index.php/Pathway:WP3617,P,1333,18,4050.816759,.1063354037267080745341614906832298136646,2.3332347486584e-10,94,1.4909370043927e-07
WAG003270,TGF-beta receptor signaling,WikiPathway_2021,56,Homo sapiens,TGF-beta receptor signaling,https://www.wikipathways.org/index.php/Pathway:WP560,P,1333,23,2203.784615,.0865701911178330812594527705211054585453,2.3587380801337e-10,95,1.5048748951253e-07
WAG002378,Glucocorticoid receptor pathway,WikiPathway_2021,71,Homo sapiens,Glucocorticoid receptor pathway,https://www.wikipathways.org/index.php/Pathway:WP2880,P,1333,26,26.48545304,.0782298396907355843313238355275607580222,3.2569857106104e-10,96,2.0746998976588e-07
WAG003283,T-cell receptor (TCR) signaling pathway,WikiPathway_2021,92,Homo sapiens,T-cell receptor (TCR) signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP69,P,1333,30,4015.199922,.0709521583294374318217235468287361695496,3.8894013720293e-10,97,2.4736592726106e-07
WAG003305,Toll-like receptor signaling pathway,WikiPathway_2021,103,Homo sapiens,Toll-like receptor signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP75,P,1333,32,4365.568468,.0682398803653855947701524600562060456223,4.1338346904687e-10,98,2.6249850284476e-07
WAG002216,Primary focal segmental glomerulosclerosis (FSGS),WikiPathway_2021,72,Homo sapiens,Primary focal segmental glomerulosclerosis (FSGS),https://www.wikipathways.org/index.php/Pathway:WP2572,P,1333,26,624.8784873,.0772114282668372378134911116441459449375,4.6252912724533e-10,99,2.9324346667354e-07
WAG003118,p53 transcriptional gene network,WikiPathway_2021,72,Homo sapiens,p53 transcriptional gene network,https://www.wikipathways.org/index.php/Pathway:WP4963,P,1333,26,81.19217032,.0772114282668372378134911116441459449375,4.6252912724533e-10,99,2.9278093754629e-07
WAG002170,B cell receptor signaling pathway,WikiPathway_2021,98,Homo sapiens,B cell receptor signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP23,P,1333,31,3836.19329,.069184160537723442598996639228483756271,4.6757357490772e-10,101,2.9550649934168e-07
WAG002484,G protein signaling pathways,WikiPathway_2021,93,Homo sapiens,G protein signaling pathways,https://www.wikipathways.org/index.php/Pathway:WP35,P,1333,30,4952.023671,.0702495260700029283479493858175485103956,5.2094992488609e-10,102,3.2871940260312e-07
WAG002430,Signaling by FGFR1,WikiPathway_2021,58,Homo sapiens,Signaling by FGFR1,https://www.wikipathways.org/index.php/Pathway:WP3335,P,1333,23,2706.596381,.0837355492527906321009769285631354596872,5.3938254477318e-10,103,3.3981100320711e-07
