GS_ID,NAME,SOURCE,GS_SIZE,ORGANISM,DESCRIPTION,LINK,TYPE,MULTI_N,OLAP,COCO_V2,SIMILARITY_SCORE,pvalue,Rank,pFDR
WAG002093,Response to elevated platelet cytosolic Ca2+,WikiPathway_2021,114,Homo sapiens,Response to elevated platelet cytosolic Ca2+,https://www.wikipathways.org/index.php/Pathway:WP1903,P,1333,41,1050.481974,.0834628766007846620771337626767340291657,5.5898980554487e-21,14,2.1241612610705e-18
WAG002596,MAPK signaling pathway,WikiPathway_2021,246,Homo sapiens,MAPK signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP382,P,1333,61,2353.344169,.0661022916047834361970142028889842349032,6.8194346419917e-21,15,2.5845657293149e-18
WAG002659,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,WikiPathway_2021,303,Homo sapiens,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP3932,P,1333,67,2281.29567,.062049497267651607195970677879227896185,6.5931781363617e-20,16,2.4922213355447e-17
WAG002340,Regulation of IGF transport and uptake by IGF binding proteins,WikiPathway_2021,126,Homo sapiens,Regulation of IGF transport and uptake by IGF binding proteins,https://www.wikipathways.org/index.php/Pathway:WP2799,P,1333,41,563.9224936,.0765639589169000933706816059757236227825,3.8454026005987e-19,17,1.4497167804257e-16
WAG002771,Post-translational protein phosphorylation,WikiPathway_2021,109,Homo sapiens,Post-translational protein phosphorylation,https://www.wikipathways.org/index.php/Pathway:WP4110,P,1333,38,393.5992182,.0804214631122933197321953140636197535009,5.1166574550272e-19,18,1.9238632030902e-16
WAG002805,PI3K-Akt signaling pathway,WikiPathway_2021,341,Homo sapiens,PI3K-Akt signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP4172,P,1333,68,2517.238566,.0577539200234295821596063213629234569423,1.1017594040897e-17,19,4.1315977653363e-15
WAG002732,Interleukin-4 and Interleukin-13 signaling,WikiPathway_2021,107,Homo sapiens,Interleukin-4 and Interleukin-13 signaling,https://www.wikipathways.org/index.php/Pathway:WP4066,P,1333,36,2929.28819,.0774234282820443678599380454727814425803,1.5935824004029e-17,20,5.9599981775068e-15
WAG003215,Complement system in neuronal development and plasticity,WikiPathway_2021,107,Homo sapiens,Complement system in neuronal development and plasticity,https://www.wikipathways.org/index.php/Pathway:WP5090,P,1333,36,615.5747012,.0774234282820443678599380454727814425803,1.5935824004029e-17,20,5.9440623535028e-15
WAG002131,miR-targeted genes in epithelium,WikiPathway_2021,333,Homo sapiens,miR-targeted genes in epithelium,https://www.wikipathways.org/index.php/Pathway:WP2002,P,1333,66,17.08879779,.0570194948075132406929641952683427337805,4.5120786971189e-17,22,1.6784932753282e-14
WAG003063,AXL signaling pathway,WikiPathway_2021,95,Homo sapiens,AXL signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP4847,P,1333,33,919.372195,.0787924275921006186486335853753692384863,1.1609819659341e-16,23,4.3072430936157e-14
WAG003031,IL-18 signaling pathway,WikiPathway_2021,274,Homo sapiens,IL-18 signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP4754,P,1333,56,721.1273768,.0558642028068855877878254329133831347544,2.5234071700074e-15,24,9.3366065290275e-13
WAG002186,Brain-derived neurotrophic factor (BDNF) signaling pathway,WikiPathway_2021,144,Homo sapiens,Brain-derived neurotrophic factor (BDNF) signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2380,P,1333,39,2476.639133,.0650150672229949003245248029670839128419,2.7962326357171e-15,25,1.0318098425796e-12
WAG002345,Complement system,WikiPathway_2021,97,Homo sapiens,Complement system,https://www.wikipathways.org/index.php/Pathway:WP2806,P,1333,31,948.6903875,.0726591542539854427320859482028714810548,1.3281516926441e-14,26,4.8875982289302e-12
WAG003196,Burn wound healing,WikiPathway_2021,107,Homo sapiens,Burn wound healing,https://www.wikipathways.org/index.php/Pathway:WP5055,P,1333,32,1347.149916,.0688081649273287315858952719343758414827,4.0483356028249e-14,27,1.4857391662367e-11
WAG002996,Measles virus infection,WikiPathway_2021,136,Homo sapiens,Measles virus infection,https://www.wikipathways.org/index.php/Pathway:WP4630,P,1333,36,2577.250256,.062972524432970680435183477779826664208,6.7794700110906e-14,28,2.4812860240592e-11
WAG002588,Smooth Muscle Contraction,WikiPathway_2021,38,Homo sapiens,Smooth Muscle Contraction,https://www.wikipathways.org/index.php/Pathway:WP3811,P,1333,19,2045.981858,.1054480286738351254480286738351254480287,1.3430648387858e-13,29,4.902186661568e-11
WAG002132,miR-targeted genes in leukocytes,WikiPathway_2021,155,Homo sapiens,miR-targeted genes in leukocytes,https://www.wikipathways.org/index.php/Pathway:WP2003,P,1333,38,11.52701459,.0595585738539898132427843803056027164686,1.9209264278034e-13,30,6.9921721972044e-11
WAG002267,Extracellular matrix organization,WikiPathway_2021,81,Homo sapiens,Extracellular matrix organization,https://www.wikipathways.org/index.php/Pathway:WP2703,P,1333,27,2506.745129,.0743126843657817109144542772861356932154,2.0703435084495e-13,31,7.5153469356717e-11
WAG002298,Glycosaminoglycan metabolism,WikiPathway_2021,120,Homo sapiens,Glycosaminoglycan metabolism,https://www.wikipathways.org/index.php/Pathway:WP2743,P,1333,33,1407.620999,.0642372288313505948215535339398180545836,2.2657560146635e-13,32,8.2020367730819e-11
WAG002190,Spinal cord injury,WikiPathway_2021,121,Homo sapiens,Spinal cord injury,https://www.wikipathways.org/index.php/Pathway:WP2431,P,1333,33,912.2650552,.0637794524468186587808833349232090050558,2.9221875418803e-13,33,1.0549097026188e-10
WAG002384,Myometrial relaxation and contraction pathways,WikiPathway_2021,157,Homo sapiens,Myometrial relaxation and contraction pathways,https://www.wikipathways.org/index.php/Pathway:WP289,P,1333,38,1407.205219,.0589266744539704229387521213056222863818,2.9481477602586e-13,34,1.0613331936931e-10
WAG002104,Signaling by VEGF,WikiPathway_2021,101,Homo sapiens,Signaling by VEGF,https://www.wikipathways.org/index.php/Pathway:WP1919,P,1333,30,2219.965617,.0678506978072895255746545801659687432501,3.0205557249427e-13,35,1.0843795052544e-10
WAG002970,Hippo-Merlin signaling dysregulation,WikiPathway_2021,122,Homo sapiens,Hippo-Merlin signaling dysregulation,https://www.wikipathways.org/index.php/Pathway:WP4541,P,1333,33,1230.322057,.0633291298865069356872635561160151324085,3.7572448996878e-13,36,1.3450936740882e-10
WAG003001,Small cell lung cancer,WikiPathway_2021,96,Homo sapiens,Small cell lung cancer,https://www.wikipathways.org/index.php/Pathway:WP4658,P,1333,29,2330.055573,.0685914376321353065539112050739957716702,4.6272092565073e-13,37,1.6519137045731e-10
WAG002414,EPH-Ephrin signaling,WikiPathway_2021,90,Homo sapiens,EPH-Ephrin signaling,https://www.wikipathways.org/index.php/Pathway:WP3309,P,1333,28,1732.79978,.0701290347884064791936306232105737929952,5.1694733152293e-13,38,1.8403325002216e-10
WAG002063,Integrin-mediated cell adhesion,WikiPathway_2021,103,Homo sapiens,Integrin-mediated cell adhesion,https://www.wikipathways.org/index.php/Pathway:WP185,P,1333,30,3911.521659,.0666912457498668632993322682397279914792,5.3114676010506e-13,39,1.885570998373e-10
WAG003118,p53 transcriptional gene network,WikiPathway_2021,72,Homo sapiens,p53 transcriptional gene network,https://www.wikipathways.org/index.php/Pathway:WP4963,P,1333,25,81.19217032,.0765416765239334437347212364955445154167,5.5611697717085e-13,40,1.9686540991848e-10
WAG003210,Neuroinflammation and glutamatergic signaling,WikiPathway_2021,140,Homo sapiens,Neuroinflammation and glutamatergic signaling,https://www.wikipathways.org/index.php/Pathway:WP5083,P,1333,35,1248.281118,.059735744089012517385257301808066759388,9.0758643092888e-13,41,3.203780101179e-10
WAG002112,Transport of inorganic cations/anions and amino acids/oligopeptides,WikiPathway_2021,105,Homo sapiens,Transport of inorganic cations/anions and amino acids/oligopeptides,https://www.wikipathways.org/index.php/Pathway:WP1936,P,1333,30,130.9848385,.065575745407087641803031824114044774621,9.1936344883089e-13,42,3.2361593398847e-10
WAG003276,Senescence and autophagy in cancer,WikiPathway_2021,105,Homo sapiens,Senescence and autophagy in cancer,https://www.wikipathways.org/index.php/Pathway:WP615,P,1333,30,1159.255437,.065575745407087641803031824114044774621,9.1936344883089e-13,42,3.2269657053964e-10
WAG002879,EGF/EGFR signaling pathway,WikiPathway_2021,163,Homo sapiens,EGF/EGFR signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP437,P,1333,38,3062.121115,.0571230044402264176524421245297088431685,1.0162551686486e-12,44,3.5568930902702e-10
WAG002322,Degradation of the extracellular matrix,WikiPathway_2021,74,Homo sapiens,Degradation of the extracellular matrix,https://www.wikipathways.org/index.php/Pathway:WP2774,P,1333,25,647.4672109,.0746597661491278512555108299789150852981,1.1234713414735e-12,45,3.9209149817424e-10
WAG003219,Orexin receptor pathway,WikiPathway_2021,156,Homo sapiens,Orexin receptor pathway,https://www.wikipathways.org/index.php/Pathway:WP5094,P,1333,37,370.2991071,.0576781119687694082157749977819181971431,1.1512294538636e-12,46,4.0062784994452e-10
WAG002554,TGF-beta signaling pathway,WikiPathway_2021,132,Homo sapiens,TGF-beta signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP366,P,1333,33,2520.463275,.0591986062717770034843205574912891986063,3.966784654511e-12,47,1.3764742751153e-09
WAG002032,Cell surface interactions at the vascular wall,WikiPathway_2021,126,Homo sapiens,Cell surface interactions at the vascular wall,https://www.wikipathways.org/index.php/Pathway:WP1794,P,1333,32,725.2023918,.0597290783678218233192055181583977395496,5.2903808604275e-12,48,1.8304717777079e-09
WAG002055,Interferon gamma signaling,WikiPathway_2021,86,Homo sapiens,Interferon gamma signaling,https://www.wikipathways.org/index.php/Pathway:WP1836,P,1333,26,1967.282995,.0678123434072930101122949405666499634445,7.0995369057866e-12,49,2.4493402324964e-09
WAG003294,Sudden infant death syndrome (SIDS) susceptibility pathways,WikiPathway_2021,160,Homo sapiens,Sudden infant death syndrome (SIDS) susceptibility pathways,https://www.wikipathways.org/index.php/Pathway:WP706,P,1333,36,520.3515382,.0549481865284974093264248704663212435233,1.1650972643237e-11,50,4.0079345892735e-09
WAG002102,Signaling by Rho GTPases,WikiPathway_2021,137,Homo sapiens,Signaling by Rho GTPases,https://www.wikipathways.org/index.php/Pathway:WP1917,P,1333,33,2907.395477,.0573577911774039987305617264360520469692,1.1698006884003e-11,51,4.012416361213e-09
WAG002061,L1CAM interactions,WikiPathway_2021,96,Homo sapiens,L1CAM interactions,https://www.wikipathways.org/index.php/Pathway:WP1843,P,1333,27,884.1341834,.0638556338028169014084507042253521126761,1.8258442846452e-11,52,6.2443874534864e-09
WAG002374,Vitamin D receptor pathway,WikiPathway_2021,189,Homo sapiens,Vitamin D receptor pathway,https://www.wikipathways.org/index.php/Pathway:WP2877,P,1333,39,89.41491474,.0519511148063013862397635078223917662466,2.7328948079138e-11,53,9.3191712949862e-09
WAG002253,MHC class II antigen presentation,WikiPathway_2021,98,Homo sapiens,MHC class II antigen presentation,https://www.wikipathways.org/index.php/Pathway:WP2679,P,1333,27,1313.778784,.062702322308233638282899366643209007741,3.0718104031423e-11,54,1.0444155370684e-08
WAG002216,Primary focal segmental glomerulosclerosis (FSGS),WikiPathway_2021,72,Homo sapiens,Primary focal segmental glomerulosclerosis (FSGS),https://www.wikipathways.org/index.php/Pathway:WP2572,P,1333,23,624.8784873,.070413711583924349881796690307328605201,3.2283485872261e-11,55,1.0944101710696e-08
WAG002854,Acute viral myocarditis,WikiPathway_2021,86,Homo sapiens,Acute viral myocarditis,https://www.wikipathways.org/index.php/Pathway:WP4298,P,1333,25,2034.219614,.0652016817763762974641965576139797661279,4.5659364536274e-11,56,1.5432865213261e-08
WAG002666,Oxidative damage response,WikiPathway_2021,40,Homo sapiens,Oxidative damage response,https://www.wikipathways.org/index.php/Pathway:WP3941,P,1333,17,791.6649142,.0898675733715103793843951324266284896206,6.7265958654928e-11,57,2.2668628066711e-08
WAG002378,Glucocorticoid receptor pathway,WikiPathway_2021,71,Homo sapiens,Glucocorticoid receptor pathway,https://www.wikipathways.org/index.php/Pathway:WP2880,P,1333,22,26.48545304,.0682129657376885426031365497952252522225,1.657922912205e-10,58,5.5706209850087e-08
WAG002381,NRF2 pathway,WikiPathway_2021,144,Homo sapiens,NRF2 pathway,https://www.wikipathways.org/index.php/Pathway:WP2884,P,1333,32,365.8216453,.0533240837090993178402127413573823563417,2.1511731976803e-10,59,7.206430212229e-08
WAG002031,Cell junction organization,WikiPathway_2021,86,Homo sapiens,Cell junction organization,https://www.wikipathways.org/index.php/Pathway:WP1793,P,1333,24,1204.200029,.062591221402244313284463014800646861327,2.776936204351e-10,60,9.2749669225323e-08
WAG002284,Collagen biosynthesis and modifying enzymes,WikiPathway_2021,67,Homo sapiens,Collagen biosynthesis and modifying enzymes,https://www.wikipathways.org/index.php/Pathway:WP2725,P,1333,21,9486.083749,.068650358431484748780061354569007995168,3.3693592000398e-10,61,1.1219966136133e-07
WAG002656,Chemokine signaling pathway,WikiPathway_2021,164,Homo sapiens,Chemokine signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP3929,P,1333,34,5744.421873,.0508394918488998747278062232535458756862,4.216482449549e-10,62,1.3998721732503e-07
WAG003265,Calcium regulation in cardiac cells,WikiPathway_2021,150,Homo sapiens,Calcium regulation in cardiac cells,https://www.wikipathways.org/index.php/Pathway:WP536,P,1333,32,2275.183822,.0515278643129110418830044998269297334718,6.3537894955694e-10,63,2.1031043230335e-07
WAG002364,Ectoderm differentiation,WikiPathway_2021,143,Homo sapiens,Ectoderm differentiation,https://www.wikipathways.org/index.php/Pathway:WP2858,P,1333,31,78.19327142,.0519587938942777652455071809910519587939,7.6978153956255e-10,64,2.5402790805564e-07
WAG003005,Hepatitis B infection,WikiPathway_2021,152,Homo sapiens,Hepatitis B infection,https://www.wikipathways.org/index.php/Pathway:WP4666,P,1333,32,4008.459331,.0509603306086038340403065775819694514737,8.9835696175658e-10,65,2.9555944041792e-07
WAG002278,Fcgamma receptor (FCGR) dependent phagocytosis,WikiPathway_2021,84,Homo sapiens,Fcgamma receptor (FCGR) dependent phagocytosis,https://www.wikipathways.org/index.php/Pathway:WP2719,P,1333,23,2402.721131,.0612590799031476997578692493946731234867,9.6905762157477e-10,66,3.1785089987653e-07
WAG003224,Regulation of actin cytoskeleton,WikiPathway_2021,153,Homo sapiens,Regulation of actin cytoskeleton,https://www.wikipathways.org/index.php/Pathway:WP51,P,1333,32,2049.987578,.0506820708919805819976676701109212703062,1.0654079039992e-09,67,3.4838838460774e-07
WAG003002,Gastrin signaling pathway,WikiPathway_2021,114,Homo sapiens,Gastrin signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP4659,P,1333,27,4922.869307,.0549261537328275201650031306397554417885,1.1982042305313e-09,68,3.9061457915322e-07
WAG003283,T-cell receptor (TCR) signaling pathway,WikiPathway_2021,92,Homo sapiens,T-cell receptor (TCR) signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP69,P,1333,24,4015.199922,.0589368577423158797494525016463237208448,1.2307741184241e-09,69,4.0000158848784e-07
WAG002481,XBP1(S) activates chaperone genes,WikiPathway_2021,47,Homo sapiens,XBP1(S) activates chaperone genes,https://www.wikipathways.org/index.php/Pathway:WP3472,P,1333,17,31.05761778,.0771958343144925444560073529970299361171,1.324875713417e-09,70,4.2925973114711e-07
WAG003269,Complement and coagulation cascades,WikiPathway_2021,59,Homo sapiens,Complement and coagulation cascades,https://www.wikipathways.org/index.php/Pathway:WP558,P,1333,19,3112.364527,.0698141080139162732364982604658454377175,1.3771776597174e-09,71,4.4482838408871e-07
WAG002514,trans-Golgi Network Vesicle Budding,WikiPathway_2021,72,Homo sapiens,trans-Golgi Network Vesicle Budding,https://www.wikipathways.org/index.php/Pathway:WP3578,P,1333,21,1136.405547,.0642865579966926529648003779825183085282,1.4555165035713e-09,72,4.6867631414994e-07
WAG002484,G protein signaling pathways,WikiPathway_2021,93,Homo sapiens,G protein signaling pathways,https://www.wikipathways.org/index.php/Pathway:WP35,P,1333,24,4952.023671,.0583734666060881417537482962289868241708,1.5557088360338e-09,73,4.9938253636684e-07
WAG002179,Adipogenesis,WikiPathway_2021,131,Homo sapiens,Adipogenesis,https://www.wikipathways.org/index.php/Pathway:WP236,P,1333,29,1013.267543,.0523499918961215634905662883971059854449,1.5898509467972e-09,74,5.0875230297509e-07
WAG002633,Dengue-2 interactions with complement and coagulation cascades,WikiPathway_2021,60,Homo sapiens,Dengue-2 interactions with complement and coagulation cascades,https://www.wikipathways.org/index.php/Pathway:WP3896,P,1333,19,3077.501414,.0687387387387387387387387387387387387387,1.889916368463e-09,75,6.0288332153971e-07
WAG002054,Interferon alpha/beta signaling,WikiPathway_2021,54,Homo sapiens,Interferon alpha/beta signaling,https://www.wikipathways.org/index.php/Pathway:WP1835,P,1333,18,8166.916961,.0717966987293670585441159007243795273721,1.9839221308063e-09,76,6.3088723759641e-07
WAG002027,Asparagine N-linked glycosylation,WikiPathway_2021,125,Homo sapiens,Asparagine N-linked glycosylation,https://www.wikipathways.org/index.php/Pathway:WP1785,P,1333,28,504.6386845,.0526103207810320781032078103207810320781,2.2710660760764e-09,77,7.1992794611622e-07
WAG002396,Fas ligand pathway and stress induction of heat shock proteins,WikiPathway_2021,43,Homo sapiens,Fas ligand pathway and stress induction of heat shock proteins,https://www.wikipathways.org/index.php/Pathway:WP314,P,1333,16,2359.921933,.0789933008627424904832355336868527353425,2.4950372061762e-09,78,7.8843175715167e-07
WAG002532,Photodynamic therapy-induced AP-1 survival signaling.,WikiPathway_2021,50,Homo sapiens,Photodynamic therapy-induced AP-1 survival signaling.,https://www.wikipathways.org/index.php/Pathway:WP3611,P,1333,17,3337.111242,.0728502139800285306704707560627674750357,3.9243812589299e-09,79,1.2361800965629e-06
WAG002096,Semaphorin interactions,WikiPathway_2021,63,Homo sapiens,Semaphorin interactions,https://www.wikipathways.org/index.php/Pathway:WP1907,P,1333,19,1367.747574,.0657171050776734613324311370492542783839,4.67289471062e-09,80,1.4672889391347e-06
WAG002694,p38 MAPK signaling pathway,WikiPathway_2021,34,Homo sapiens,p38 MAPK signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP400,P,1333,14,1148.223224,.0863658397791219676691887790587392248193,5.2896163080368e-09,81,1.6556499044155e-06
WAG002874,"Non-genomic actions of 1,25 dihydroxyvitamin D3",WikiPathway_2021,71,Homo sapiens,"Non-genomic actions of 1,25 dihydroxyvitamin D3",https://www.wikipathways.org/index.php/Pathway:WP4341,P,1333,20,2106.153164,.0620077659436420079655822960441600702728,6.8198787488157e-09,82,2.1278021696305e-06
WAG002663,Microglia pathogen phagocytosis pathway,WikiPathway_2021,40,Homo sapiens,Microglia pathogen phagocytosis pathway,https://www.wikipathways.org/index.php/Pathway:WP3937,P,1333,15,3801.214983,.0792918454935622317596566523605150214592,6.9070200443268e-09,83,2.1480832337856e-06
WAG002171,TNF-alpha signaling pathway,WikiPathway_2021,93,Homo sapiens,TNF-alpha signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP231,P,1333,23,3777.956884,.0559389583404298804373743911162584732773,8.040578731466e-09,84,2.4925794067545e-06
WAG003054,TGF-beta receptor signaling in skeletal dysplasias,WikiPathway_2021,60,Homo sapiens,TGF-beta receptor signaling in skeletal dysplasias,https://www.wikipathways.org/index.php/Pathway:WP4816,P,1333,18,1942.179972,.0651190899395662993245645218627799502311,1.2873500434297e-08,85,3.9779116341977e-06
WAG002973,Fragile X syndrome,WikiPathway_2021,120,Homo sapiens,Fragile X syndrome,https://www.wikipathways.org/index.php/Pathway:WP4549,P,1333,26,857.3023011,.0505933682373472949389179755671902268761,1.6925805384922e-08,86,5.2131480585559e-06
WAG002155,Arrhythmogenic right ventricular cardiomyopathy,WikiPathway_2021,75,Homo sapiens,Arrhythmogenic right ventricular cardiomyopathy,https://www.wikipathways.org/index.php/Pathway:WP2118,P,1333,20,2377.465957,.0589950460014154281670205237084217975937,1.8794765624651e-08,87,5.769993046768e-06
WAG002925,Transcriptional regulation by MECP2,WikiPathway_2021,62,Homo sapiens,Transcriptional regulation by MECP2,https://www.wikipathways.org/index.php/Pathway:WP4453,P,1333,18,259.7884932,.0631799690597604996275711911992207643385,2.2627917209954e-08,88,6.924142666246e-06
WAG002789,Neurexins and neuroligins,WikiPathway_2021,56,Homo sapiens,Neurexins and neuroligins,https://www.wikipathways.org/index.php/Pathway:WP4133,P,1333,17,668.9833429,.0655541433655312658871377732587697000508,2.6550746809568e-08,89,8.0979777769182e-06
WAG003024,Endochondral ossification,WikiPathway_2021,64,Homo sapiens,Endochondral ossification,https://www.wikipathways.org/index.php/Pathway:WP474,P,1333,18,749.4469403,.061361821086261980830670926517571884984,3.8756065889393e-08,90,1.1781844030376e-05
WAG003050,Endochondral ossification with skeletal dysplasias,WikiPathway_2021,64,Homo sapiens,Endochondral ossification with skeletal dysplasias,https://www.wikipathways.org/index.php/Pathway:WP4808,P,1333,18,749.4469403,.061361821086261980830670926517571884984,3.8756065889393e-08,90,1.1743087964486e-05
WAG002022,Apoptosis modulation and signaling,WikiPathway_2021,93,Homo sapiens,Apoptosis modulation and signaling,https://www.wikipathways.org/index.php/Pathway:WP1772,P,1333,22,3527.293631,.0535046499133580017101390055466012879012,3.9249496449733e-08,92,1.185334792782e-05
WAG002702,Clear cell renal cell carcinoma pathways,WikiPathway_2021,86,Homo sapiens,Clear cell renal cell carcinoma pathways,https://www.wikipathways.org/index.php/Pathway:WP4018,P,1333,21,986.5215197,.0547610456916062584052218978581034539312,4.404999527313e-08,93,1.3259048577212e-05
WAG003130,Response of EIF2AK1 (HRI) to heme deficiency,WikiPathway_2021,15,Homo sapiens,Response of EIF2AK1 (HRI) to heme deficiency,https://www.wikipathways.org/index.php/Pathway:WP4978,P,1333,9,531.5026327,.122592725963269715520345696795102628736,4.9586435314295e-08,94,1.4875930594288e-05
WAG003129,Extra-nuclear estrogen signaling,WikiPathway_2021,72,Homo sapiens,Extra-nuclear estrogen signaling,https://www.wikipathways.org/index.php/Pathway:WP4977,P,1333,19,3371.001639,.0581602140384010072395341517154548316022,5.0319936402089e-08,95,1.5045660984224e-05
WAG002729,Interleukin-10 signaling,WikiPathway_2021,46,Homo sapiens,Interleukin-10 signaling,https://www.wikipathways.org/index.php/Pathway:WP4063,P,1333,15,4309.698489,.0695000465506005027464854296620426403501,5.9726049188481e-08,96,1.7798362658167e-05
WAG002366,Apoptosis-related network due to altered Notch3 in ovarian cancer,WikiPathway_2021,53,Homo sapiens,Apoptosis-related network due to altered Notch3 in ovarian cancer,https://www.wikipathways.org/index.php/Pathway:WP2864,P,1333,16,570.799701,.0649357630489705961404074611621781433103,7.3402953363095e-08,97,2.1800677148839e-05
WAG002841,Pancreatic adenocarcinoma pathway,WikiPathway_2021,89,Homo sapiens,Pancreatic adenocarcinoma pathway,https://www.wikipathways.org/index.php/Pathway:WP4263,P,1333,21,3622.844273,.0531085878474379726996766546220183558857,8.2314036056855e-08,98,2.4364954672829e-05
WAG002786,"Plasma lipoprotein assembly, remodeling, and clearance",WikiPathway_2021,67,Homo sapiens,"Plasma lipoprotein assembly, remodeling, and clearance",https://www.wikipathways.org/index.php/Pathway:WP4129,P,1333,18,813.6271687,.0588377262623054938075579549063194664973,8.3090065311315e-08,99,2.4511569266838e-05
WAG002000,Selenium micronutrient network,WikiPathway_2021,90,Homo sapiens,Selenium micronutrient network,https://www.wikipathways.org/index.php/Pathway:WP15,P,1333,21,677.647906,.0525821596244131455399061032863849765259,1.0068248520813e-07,100,2.9600650651189e-05
WAG002121,Opioid signaling,WikiPathway_2021,90,Homo sapiens,Opioid signaling,https://www.wikipathways.org/index.php/Pathway:WP1978,P,1333,21,4457.053956,.0525821596244131455399061032863849765259,1.0068248520813e-07,100,2.9499968165981e-05
WAG003034,Nephrotic syndrome,WikiPathway_2021,48,Homo sapiens,Nephrotic syndrome,https://www.wikipathways.org/index.php/Pathway:WP4758,P,1333,15,174.5964726,.0667796005706134094151212553495007132668,1.1218684158952e-07,102,3.275855774414e-05
