GS_ID,NAME,SOURCE,GS_SIZE,ORGANISM,DESCRIPTION,LINK,TYPE,MULTI_N,OLAP,COCO_V2,SIMILARITY_SCORE,pvalue,Rank,pFDR
WAG002608,Intra-Golgi and retrograde Golgi-to-ER traffic,WikiPathway_2021,178,Homo sapiens,Intra-Golgi and retrograde Golgi-to-ER traffic,https://www.wikipathways.org/index.php/Pathway:WP3842,P,1333,78,544.5798676,.0989345670852610707204230006609385327165,6.9339586850559e-26,11,6.4000438663066e-23
WAG002087,Processing of Capped Intron-Containing Pre-mRNA,WikiPathway_2021,235,Homo sapiens,Processing of Capped Intron-Containing Pre-mRNA,https://www.wikipathways.org/index.php/Pathway:WP1889,P,1333,91,14454.21962,.0905191733876359635214695330916204062764,3.4586960268231e-25,12,3.1889177367309e-22
WAG002513,Class I MHC mediated antigen processing and presentation,WikiPathway_2021,366,Homo sapiens,Class I MHC mediated antigen processing and presentation,https://www.wikipathways.org/index.php/Pathway:WP3577,P,1333,120,2404.470325,.0825020018442984294555850733238709453619,3.8522192935232e-25,13,3.5478939693349e-22
WAG002718,Neutrophil degranulation,WikiPathway_2021,474,Homo sapiens,Neutrophil degranulation,https://www.wikipathways.org/index.php/Pathway:WP4049,P,1333,142,172.7292014,.0796481113800920398502208648579714733632,4.4659536498519e-25,14,4.1086773578637e-22
WAG002067,Mitotic G1 phase and G1/S transition,WikiPathway_2021,148,Homo sapiens,Mitotic G1 phase and G1/S transition,https://www.wikipathways.org/index.php/Pathway:WP1858,P,1333,69,12023.52016,.1032723130106851037083595223130106851037,5.2015316274726e-25,15,4.7802075656473e-22
WAG003294,Sudden infant death syndrome (SIDS) susceptibility pathways,WikiPathway_2021,160,Homo sapiens,Sudden infant death syndrome (SIDS) susceptibility pathways,https://www.wikipathways.org/index.php/Pathway:WP706,P,1333,72,520.3515382,.1004480319245419916560856158171594413205,7.2181359612268e-25,16,6.6262488124062e-22
WAG002659,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,WikiPathway_2021,303,Homo sapiens,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP3932,P,1333,104,2281.29567,.0834406057959992300794802097563952696834,1.0062626090308e-23,17,9.2274281248126e-21
WAG003032,PodNet: protein-protein interactions in the podocyte,WikiPathway_2021,301,Homo sapiens,PodNet: protein-protein interactions in the podocyte,https://www.wikipathways.org/index.php/Pathway:WP4755,P,1333,103,843.8242674,.0830926374412637228563511396890913742384,2.1389381819625e-23,18,1.9592673746776e-20
WAG002186,Brain-derived neurotrophic factor (BDNF) signaling pathway,WikiPathway_2021,144,Homo sapiens,Brain-derived neurotrophic factor (BDNF) signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2380,P,1333,64,2476.639133,.0981895246745382985165001513775355737209,6.3260123796377e-22,19,5.7883013273685e-19
WAG002973,Fragile X syndrome,WikiPathway_2021,120,Homo sapiens,Fragile X syndrome,https://www.wikipathways.org/index.php/Pathway:WP4549,P,1333,57,857.3023011,.103309037900874635568513119533527696793,1.9887801533262e-21,20,1.8177450601401e-18
WAG002762,Deubiquitination,WikiPathway_2021,267,Homo sapiens,Deubiquitination,https://www.wikipathways.org/index.php/Pathway:WP4102,P,1333,92,2389.415015,.0820567148207597645799892990904226859283,2.6348523365741e-21,21,2.4056201832921e-18
WAG002805,PI3K-Akt signaling pathway,WikiPathway_2021,341,Homo sapiens,PI3K-Akt signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP4172,P,1333,106,2517.238566,.0771524201320166212449353906096183538336,1.9440100484857e-20,22,1.772937164219e-17
WAG002149,Alzheimer's disease and miRNA effects,WikiPathway_2021,328,Homo sapiens,Alzheimer's disease and miRNA effects,https://www.wikipathways.org/index.php/Pathway:WP2059,P,1333,100,947.873087,.0751273875731858326897438441923778869843,1.0082513028266e-18,23,9.1851693687501e-16
WAG002131,miR-targeted genes in epithelium,WikiPathway_2021,333,Homo sapiens,miR-targeted genes in epithelium,https://www.wikipathways.org/index.php/Pathway:WP2002,P,1333,101,17.08879779,.0749438496300790803177227076820500896867,1.0157631313307e-18,24,9.2434444951095e-16
WAG002879,EGF/EGFR signaling pathway,WikiPathway_2021,163,Homo sapiens,EGF/EGFR signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP437,P,1333,64,3062.121115,.0877962532707249570196754374664042682683,1.4938947188803e-18,25,1.3579502994622e-15
WAG002221,JAK/STAT pathway,WikiPathway_2021,106,Homo sapiens,JAK/STAT pathway,https://www.wikipathways.org/index.php/Pathway:WP2593,P,1333,49,5154.607976,.0996035051248339333530662958705334095118,5.0338303818773e-18,26,4.5707179867446e-15
WAG002380,Nuclear receptors meta-pathway,WikiPathway_2021,318,Homo sapiens,Nuclear receptors meta-pathway,https://www.wikipathways.org/index.php/Pathway:WP2882,P,1333,96,566.0944592,.0739775001587084142189374221075809162321,9.9912199692541e-18,27,9.0620365121135e-15
WAG002554,TGF-beta signaling pathway,WikiPathway_2021,132,Homo sapiens,TGF-beta signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP366,P,1333,55,2520.463275,.0913304252998909487459105779716466739367,1.5934486990033e-17,28,1.443664521297e-14
WAG002596,MAPK signaling pathway,WikiPathway_2021,246,Homo sapiens,MAPK signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP382,P,1333,80,2353.344169,.0764876187484822442572485105999334005145,4.4591077027695e-17,29,4.0354924710064e-14
WAG003051,Insulin signaling,WikiPathway_2021,160,Homo sapiens,Insulin signaling,https://www.wikipathways.org/index.php/Pathway:WP481,P,1333,61,2421.508732,.0850841781317885590152063721940622737147,4.8855591121123e-17,30,4.4165454373495e-14
WAG002310,Fc epsilon receptor (FCERI) signaling,WikiPathway_2021,127,Homo sapiens,Fc epsilon receptor (FCERI) signaling,https://www.wikipathways.org/index.php/Pathway:WP2759,P,1333,53,7457.733811,.0911750597460096538669163899520743213154,5.5760439685468e-17,31,5.0351677035978e-14
WAG002291,RAF/MAP kinase cascade,WikiPathway_2021,234,Homo sapiens,RAF/MAP kinase cascade,https://www.wikipathways.org/index.php/Pathway:WP2735,P,1333,77,2622.891909,.0768474369692571054090222846940869155129,8.0760329882218e-17,32,7.2845817553761e-14
WAG002393,Focal adhesion,WikiPathway_2021,199,Homo sapiens,Focal adhesion,https://www.wikipathways.org/index.php/Pathway:WP306,P,1333,69,4929.347674,.0792837273677116455364129377761896792694,1.5025255301568e-16,33,1.3537755026713e-13
WAG003005,Hepatitis B infection,WikiPathway_2021,152,Homo sapiens,Hepatitis B infection,https://www.wikipathways.org/index.php/Pathway:WP4666,P,1333,58,4008.459331,.0847231096403810759004777753406891027169,2.6755663391183e-16,34,2.4080097052065e-13
WAG002057,Interleukin-1 family signaling,WikiPathway_2021,127,Homo sapiens,Interleukin-1 family signaling,https://www.wikipathways.org/index.php/Pathway:WP1839,P,1333,52,6454.849314,.0894534001431639226914817465998568360773,2.8429874770613e-16,35,2.5558457418781e-13
WAG002500,Beta-catenin independent WNT signaling,WikiPathway_2021,144,Homo sapiens,Beta-catenin independent WNT signaling,https://www.wikipathways.org/index.php/Pathway:WP3558,P,1333,56,4042.991327,.0859040248301993268436221456355684543604,3.2283288215262e-16,36,2.8990392817305e-13
WAG002204,Integrated lung cancer pathway,WikiPathway_2021,136,Homo sapiens,Integrated lung cancer pathway,https://www.wikipathways.org/index.php/Pathway:WP2512,P,1333,54,5704.109342,.0872563261731058866255781411892884991294,3.7613547410094e-16,37,3.3739352026855e-13
WAG002290,Regulation of mRNA stability by proteins that bind AU-rich elements,WikiPathway_2021,85,Homo sapiens,Regulation of mRNA stability by proteins that bind AU-rich elements,https://www.wikipathways.org/index.php/Pathway:WP2733,P,1333,41,12192.04591,.1024680283523173394426338829552665827714,3.827966743219e-16,38,3.4298582019242e-13
WAG001996,Regulation of toll-like receptor signaling pathway,WikiPathway_2021,145,Homo sapiens,Regulation of toll-like receptor signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP1449,P,1333,56,2895.836255,.0853661526146611134041249233924930896902,4.619601708505e-16,39,4.134543529112e-13
WAG002171,TNF-alpha signaling pathway,WikiPathway_2021,93,Homo sapiens,TNF-alpha signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP231,P,1333,43,3777.956884,.0987562233024009427014287818529974959494,5.18051247857e-16,40,4.6313781558416e-13
WAG002781,Neddylation,WikiPathway_2021,233,Homo sapiens,Neddylation,https://www.wikipathways.org/index.php/Pathway:WP4121,P,1333,75,2745.837068,.0751245926667327778456826709531310177508,7.6083702262871e-16,41,6.7942746120743e-13
WAG003047,Ciliopathies,WikiPathway_2021,182,Homo sapiens,Ciliopathies,https://www.wikipathways.org/index.php/Pathway:WP4803,P,1333,64,177.1704711,.0795665456679348073899760711956273926326,8.3695067041771e-16,42,7.4655999801259e-13
WAG002820,Ebola virus pathway in host,WikiPathway_2021,131,Homo sapiens,Ebola virus pathway in host,https://www.wikipathways.org/index.php/Pathway:WP4217,P,1333,52,650.3115529,.0869474525119829575714539321853364104385,1.319057209101e-15,43,1.175279973309e-12
WAG002770,mRNA processing,WikiPathway_2021,127,Homo sapiens,mRNA processing,https://www.wikipathways.org/index.php/Pathway:WP411,P,1333,51,19762.1464,.0877317939329570715131250295221913839574,1.4031587998038e-15,44,1.2488113318254e-12
WAG003238,Network map of SARS-CoV-2 signaling pathway,WikiPathway_2021,226,Homo sapiens,Network map of SARS-CoV-2 signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP5115,P,1333,73,1086.742255,.0750714723137991540724147012441418086859,1.4829600338647e-15,45,1.3183514701057e-12
WAG003066,Endothelin pathway,WikiPathway_2021,194,Homo sapiens,Endothelin pathway,https://www.wikipathways.org/index.php/Pathway:WP4857,P,1333,66,968.3903924,.0775496109653739689329256406400552501573,1.9252645699807e-15,46,1.7096349381429e-12
WAG002030,Cell cycle,WikiPathway_2021,120,Homo sapiens,Cell cycle,https://www.wikipathways.org/index.php/Pathway:WP179,P,1333,49,8373.867071,.0887991266375545851528384279475982532751,2.2733588960603e-15,47,2.0164693408054e-12
WAG002105,Synthesis of DNA,WikiPathway_2021,120,Homo sapiens,Synthesis of DNA,https://www.wikipathways.org/index.php/Pathway:WP1925,P,1333,49,20247.78568,.0887991266375545851528384279475982532751,2.2733588960603e-15,47,2.0141959819094e-12
WAG002767,Transcriptional regulation by RUNX3,WikiPathway_2021,97,Homo sapiens,Transcriptional regulation by RUNX3,https://www.wikipathways.org/index.php/Pathway:WP4107,P,1333,43,7801.850154,.0949383117921661526766679900576333629998,3.375255707051e-15,49,2.9871013007401e-12
WAG002419,Hedgehog 'off' state,WikiPathway_2021,101,Homo sapiens,Hedgehog 'off' state,https://www.wikipathways.org/index.php/Pathway:WP3316,P,1333,44,9021.055278,.093549727099670930245158773447574600583,3.5332487818778e-15,50,3.1233919231799e-12
WAG002023,Cell cycle checkpoints,WikiPathway_2021,289,Homo sapiens,Cell cycle checkpoints,https://www.wikipathways.org/index.php/Pathway:WP1775,P,1333,85,8335.536272,.0709038278661971095064424775061916754622,3.6400467696314e-15,51,3.2141612975845e-12
WAG002309,Mitotic Metaphase and Anaphase,WikiPathway_2021,225,Homo sapiens,Mitotic Metaphase and Anaphase,https://www.wikipathways.org/index.php/Pathway:WP2757,P,1333,72,9474.017878,.0743262818214413768375761921835783434923,3.9408865693306e-15,52,3.4758619541496e-12
WAG002125,Integrated breast cancer pathway,WikiPathway_2021,157,Homo sapiens,Integrated breast cancer pathway,https://www.wikipathways.org/index.php/Pathway:WP1984,P,1333,57,1553.397473,.0808648586333112372827621984609620428279,6.1014078617666e-15,53,5.3753403262164e-12
WAG002240,Deadenylation-dependent mRNA decay,WikiPathway_2021,56,Homo sapiens,Deadenylation-dependent mRNA decay,https://www.wikipathways.org/index.php/Pathway:WP2659,P,1333,31,2742.1323,.1152647444298820445609436435124508519004,1.0956020415221e-14,54,9.6412979653942e-12
WAG003110,"DNA repair pathways, full network",WikiPathway_2021,120,Homo sapiens,"DNA repair pathways, full network",https://www.wikipathways.org/index.php/Pathway:WP4946,P,1333,48,6283.961347,.0869856285246498089867200291067855193742,1.1155168880383e-14,55,9.8053934458566e-12
WAG002320,S Phase,WikiPathway_2021,100,Homo sapiens,S Phase,https://www.wikipathways.org/index.php/Pathway:WP2772,P,1333,43,14243.95339,.0922750820868296242247354979934330536301,1.2631067673086e-14,56,1.109007741697e-11
WAG002384,Myometrial relaxation and contraction pathways,WikiPathway_2021,157,Homo sapiens,Myometrial relaxation and contraction pathways,https://www.wikipathways.org/index.php/Pathway:WP289,P,1333,56,1407.205219,.0794447095490685606663116569961110304271,2.4845615021691e-14,57,2.1789604374023e-11
WAG002253,MHC class II antigen presentation,WikiPathway_2021,98,Homo sapiens,MHC class II antigen presentation,https://www.wikipathways.org/index.php/Pathway:WP2679,P,1333,42,1313.778784,.0918445539135194307608100711548987411056,2.921844976634e-14,58,2.5595361995314e-11
WAG002163,Synaptic vesicle pathway,WikiPathway_2021,51,Homo sapiens,Synaptic vesicle pathway,https://www.wikipathways.org/index.php/Pathway:WP2267,P,1333,29,973.0263343,.1179847154576903278293142114565672055494,3.0434256139677e-14,59,2.6629974122218e-11
WAG002300,Signaling by the B Cell Receptor (BCR),WikiPathway_2021,107,Homo sapiens,Signaling by the B Cell Receptor (BCR),https://www.wikipathways.org/index.php/Pathway:WP2746,P,1333,44,8123.130301,.0886569848233018173891719571673796354322,4.3097104480658e-14,60,3.7666869316095e-11
WAG002233,Mitotic Prometaphase,WikiPathway_2021,182,Homo sapiens,Mitotic Prometaphase,https://www.wikipathways.org/index.php/Pathway:WP2652,P,1333,61,11942.83447,.0758321015443265713730913875161981905581,4.5573755181226e-14,61,3.978588827321e-11
WAG002281,Signaling by NOTCH4,WikiPathway_2021,81,Homo sapiens,Signaling by NOTCH4,https://www.wikipathways.org/index.php/Pathway:WP2721,P,1333,37,11468.43432,.0967703486994033711898038100268855434334,8.666516652508e-14,62,7.5572025209869e-11
WAG003031,IL-18 signaling pathway,WikiPathway_2021,274,Homo sapiens,IL-18 signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP4754,P,1333,79,721.1273768,.0689097851780658233109073434293581318024,1.0334162114705e-13,63,9.0010552019082e-11
WAG002717,PTEN Regulation,WikiPathway_2021,135,Homo sapiens,PTEN Regulation,https://www.wikipathways.org/index.php/Pathway:WP4047,P,1333,50,4438.084532,.0813336022047455804261611884116421321503,1.0915098065972e-13,64,9.496135317396e-11
WAG002107,TCR signaling,WikiPathway_2021,114,Homo sapiens,TCR signaling,https://www.wikipathways.org/index.php/Pathway:WP1927,P,1333,45,8521.333938,.0854999712605138620121472228076561991071,1.2859193987856e-13,65,1.1174639575446e-10
WAG002996,Measles virus infection,WikiPathway_2021,136,Homo sapiens,Measles virus infection,https://www.wikipathways.org/index.php/Pathway:WP4630,P,1333,50,2577.250256,.0807876226157311046356484891180206432056,1.515869842125e-13,66,1.3157750229645e-10
WAG002882,Nonalcoholic fatty liver disease,WikiPathway_2021,155,Homo sapiens,Nonalcoholic fatty liver disease,https://www.wikipathways.org/index.php/Pathway:WP4396,P,1333,54,5076.050986,.0774950089313859409477776610276347588526,2.1077109365659e-13,67,1.8273853820026e-10
WAG002824,Ras signaling,WikiPathway_2021,184,Homo sapiens,Ras signaling,https://www.wikipathways.org/index.php/Pathway:WP4223,P,1333,60,2412.808801,.0738675985488963933963816433826698112468,2.8006802127672e-13,68,2.4253890642564e-10
WAG002146,Prolactin signaling pathway,WikiPathway_2021,76,Homo sapiens,Prolactin signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP2037,P,1333,35,6906.320771,.0972278390817878945442640630115354247309,2.9626436475329e-13,69,2.5626867551159e-10
WAG002257,Host Interactions of HIV factors,WikiPathway_2021,125,Homo sapiens,Host Interactions of HIV factors,https://www.wikipathways.org/index.php/Pathway:WP2684,P,1333,47,7598.714357,.0820326367435944030528802471379247683082,3.0677993406907e-13,70,2.6505786303568e-10
WAG002965,Genes related to primary cilium development (based on CRISPR),WikiPathway_2021,104,Homo sapiens,Genes related to primary cilium development (based on CRISPR),https://www.wikipathways.org/index.php/Pathway:WP4536,P,1333,42,213.397393,.0868927955587332295916221558649114690668,3.3064696946855e-13,71,2.8534833465136e-10
WAG002118,IL-1 signaling pathway,WikiPathway_2021,55,Homo sapiens,IL-1 signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP195,P,1333,29,4609.341146,.1097106452527476192858691482797151481797,4.1250680920935e-13,72,3.5558086953846e-10
WAG003276,Senescence and autophagy in cancer,WikiPathway_2021,105,Homo sapiens,Senescence and autophagy in cancer,https://www.wikipathways.org/index.php/Pathway:WP615,P,1333,42,1159.255437,.0861224489795918367346938775510204081633,4.8390465878821e-13,73,4.1664191121665e-10
WAG002122,Nucleotide Excision Repair,WikiPathway_2021,110,Homo sapiens,Nucleotide Excision Repair,https://www.wikipathways.org/index.php/Pathway:WP1980,P,1333,43,4764.638669,.0844454744090578030854797060186717870622,6.5120674684877e-13,74,5.6003780228994e-10
WAG002170,B cell receptor signaling pathway,WikiPathway_2021,98,Homo sapiens,B cell receptor signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP23,P,1333,40,3836.19329,.0874688741080966400786103243048085548281,7.8957012472988e-13,75,6.7824073714297e-10
WAG002194,Retinoblastoma gene in cancer,WikiPathway_2021,90,Homo sapiens,Retinoblastoma gene in cancer,https://www.wikipathways.org/index.php/Pathway:WP2446,P,1333,38,8618.827695,.0899949282859635242326496662812163998945,8.3006732263182e-13,76,7.1219776281811e-10
WAG003186,SARS-CoV-2 innate immunity evasion and cell-specific immune response,WikiPathway_2021,67,Homo sapiens,SARS-CoV-2 innate immunity evasion and cell-specific immune response,https://www.wikipathways.org/index.php/Pathway:WP5039,P,1333,32,1710.670831,.1002110327483461811820020775244655841671,8.7563313478342e-13,77,7.5041759650939e-10
WAG002670,TYROBP causal network in microglia,WikiPathway_2021,60,Homo sapiens,TYROBP causal network in microglia,https://www.wikipathways.org/index.php/Pathway:WP3945,P,1333,30,221.1523998,.1043996333638863428047662694775435380385,9.9361246429417e-13,78,8.5053226943581e-10
WAG002364,Ectoderm differentiation,WikiPathway_2021,143,Homo sapiens,Ectoderm differentiation,https://www.wikipathways.org/index.php/Pathway:WP2858,P,1333,50,78.19327142,.0771790731921213979930906353523243700844,1.3471618088439e-12,79,1.1518233465616e-09
WAG002095,RNA Polymerase II Transcription,WikiPathway_2021,148,Homo sapiens,RNA Polymerase II Transcription,https://www.wikipathways.org/index.php/Pathway:WP1906,P,1333,51,6338.936459,.0763075462278649529645545581800561880243,1.526523833638e-12,80,1.3036513539269e-09
WAG002178,Parkin-ubiquitin proteasomal system pathway,WikiPathway_2021,72,Homo sapiens,Parkin-ubiquitin proteasomal system pathway,https://www.wikipathways.org/index.php/Pathway:WP2359,P,1333,33,1777.37943,.0964982918496827720839433870180575890679,1.6364468453947e-12,81,1.3958891591217e-09
WAG002061,L1CAM interactions,WikiPathway_2021,96,Homo sapiens,L1CAM interactions,https://www.wikipathways.org/index.php/Pathway:WP1843,P,1333,39,884.1341834,.0869413535206129149945275446917183509668,1.7996930270132e-12,82,1.5333384590152e-09
WAG002442,C-type lectin receptors (CLRs),WikiPathway_2021,135,Homo sapiens,C-type lectin receptors (CLRs),https://www.wikipathways.org/index.php/Pathway:WP3354,P,1333,48,5695.997743,.0780777293984841154652475407192388324464,1.8570389040215e-12,83,1.5803401073223e-09
WAG002700,DNA IR-damage and cellular response via ATR,WikiPathway_2021,80,Homo sapiens,DNA IR-damage and cellular response via ATR,https://www.wikipathways.org/index.php/Pathway:WP4016,P,1333,35,4220.275213,.0926188299817184643510054844606946983547,1.869029384093e-12,84,1.588674976479e-09
WAG003283,T-cell receptor (TCR) signaling pathway,WikiPathway_2021,92,Homo sapiens,T-cell receptor (TCR) signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP69,P,1333,38,4015.199922,.0881571533999381035891982827713721164605,1.8720317044297e-12,85,1.5893549170608e-09
WAG002135,miR-targeted genes in squamous cell,WikiPathway_2021,158,Homo sapiens,miR-targeted genes in squamous cell,https://www.wikipathways.org/index.php/Pathway:WP2006,P,1333,53,10.52113359,.074755877034358047016274864376130198915,1.8751448797621e-12,86,1.5901228580383e-09
WAG002325,Translocation of SLC2A4 (GLUT4) to the plasma membrane,WikiPathway_2021,51,Homo sapiens,Translocation of SLC2A4 (GLUT4) to the plasma membrane,https://www.wikipathways.org/index.php/Pathway:WP2777,P,1333,27,2768.896162,.1098463830384420239007697041011302667516,2.315524965876e-12,87,1.961249646097e-09
WAG003002,Gastrin signaling pathway,WikiPathway_2021,114,Homo sapiens,Gastrin signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP4659,P,1333,43,4922.869307,.081697694016701141500038305370412931893,2.659002022566e-12,88,2.2495157110908e-09
WAG002861,Rett syndrome causing genes,WikiPathway_2021,48,Homo sapiens,Rett syndrome causing genes,https://www.wikipathways.org/index.php/Pathway:WP4312,P,1333,26,163.2907478,.1121519490851233094669848846459824980111,2.9348502951928e-12,89,2.4799484994379e-09
WAG002645,Angiopoietin-like protein 8 regulatory pathway,WikiPathway_2021,132,Homo sapiens,Angiopoietin-like protein 8 regulatory pathway,https://www.wikipathways.org/index.php/Pathway:WP3915,P,1333,47,1940.986604,.0780360776549524280921740086894351867129,2.9497519014415e-12,90,2.4895906048166e-09
WAG002132,miR-targeted genes in leukocytes,WikiPathway_2021,155,Homo sapiens,miR-targeted genes in leukocytes,https://www.wikipathways.org/index.php/Pathway:WP2003,P,1333,52,11.52701459,.0746220998085990383268754960085897016946,2.9852179061448e-12,91,2.5165386948801e-09
WAG002522,Circadian rhythm genes,WikiPathway_2021,199,Homo sapiens,Circadian rhythm genes,https://www.wikipathways.org/index.php/Pathway:WP3594,P,1333,61,603.7296571,.0700787778547600486704599755925050382237,3.4992848983025e-12,92,2.9463978843707e-09
WAG002732,Interleukin-4 and Interleukin-13 signaling,WikiPathway_2021,107,Homo sapiens,Interleukin-4 and Interleukin-13 signaling,https://www.wikipathways.org/index.php/Pathway:WP4066,P,1333,41,2929.28819,.0826089250549327106207779254753317663398,4.6622670338867e-12,93,3.9209665754987e-09
WAG003305,Toll-like receptor signaling pathway,WikiPathway_2021,103,Homo sapiens,Toll-like receptor signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP75,P,1333,40,4365.568468,.0835008067027088227801522828271391774463,5.1329517959859e-12,94,4.3116795086282e-09
WAG003080,Host-pathogen interaction of human coronaviruses - interferon induction,WikiPathway_2021,33,Homo sapiens,Host-pathogen interaction of human coronaviruses - interferon induction,https://www.wikipathways.org/index.php/Pathway:WP4880,P,1333,21,3415.803765,.1303626665774909291554500309328339492033,5.1447647814919e-12,95,4.3164576516717e-09
WAG002755,Chromatin organization,WikiPathway_2021,252,Homo sapiens,Chromatin organization,https://www.wikipathways.org/index.php/Pathway:WP4096,P,1333,71,466.9898801,.0664812077762488037193709687466376727882,5.5421169341649e-12,96,4.6442939908302e-09
WAG002437,Macroautophagy,WikiPathway_2021,67,Homo sapiens,Macroautophagy,https://www.wikipathways.org/index.php/Pathway:WP3348,P,1333,31,1242.917664,.0970786062363516604853411025808514650698,5.5994634030029e-12,97,4.6867508683134e-09
WAG002618,Novel intracellular components of RIG-I-like receptor (RLR) pathway,WikiPathway_2021,60,Homo sapiens,Novel intracellular components of RIG-I-like receptor (RLR) pathway,https://www.wikipathways.org/index.php/Pathway:WP3865,P,1333,29,2026.034976,.1009188660801564027370478983382209188661,6.9158934466261e-12,98,5.7816869213794e-09
WAG003001,Small cell lung cancer,WikiPathway_2021,96,Homo sapiens,Small cell lung cancer,https://www.wikipathways.org/index.php/Pathway:WP4658,P,1333,38,2330.055573,.0847110766611952094352240257766429570187,8.7122328082266e-12,99,7.2747143948692e-09
WAG002889,Regulation of RUNX2 expression and activity,WikiPathway_2021,72,Homo sapiens,Regulation of RUNX2 expression and activity,https://www.wikipathways.org/index.php/Pathway:WP4414,P,1333,32,17495.23128,.0935732438751651926400325302429602521094,9.713334617047e-12,100,8.1009210706172e-09
WAG002278,Fcgamma receptor (FCGR) dependent phagocytosis,WikiPathway_2021,84,Homo sapiens,Fcgamma receptor (FCGR) dependent phagocytosis,https://www.wikipathways.org/index.php/Pathway:WP2719,P,1333,35,2402.721131,.0884484228473998294970161977834612105712,1.0115206782427e-11,101,8.4259672497616e-09
WAG003297,Estrogen signaling pathway,WikiPathway_2021,23,Homo sapiens,Estrogen signaling pathway,https://www.wikipathways.org/index.php/Pathway:WP712,P,1333,17,2374.986371,.1503302298399686181582381337410837943208,1.4341351654278e-11,102,1.1932004576359e-08
WAG002321,Degradation of beta-catenin by the destruction complex,WikiPathway_2021,85,Homo sapiens,Degradation of beta-catenin by the destruction complex,https://www.wikipathways.org/index.php/Pathway:WP2773,P,1333,35,14168.16434,.087467096427612140746709642761214074671,1.5097989558977e-11,103,1.254642932351e-08
